time_range,day_of_week,month,mode_of_transport,geohash,direction
15-18,FRIDAY,8,TRAIN,u0q1gbwq,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4jpvz,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1etyr,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1uxqw,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1uwh9,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4smm8,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1e3zg,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4s9d7,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4sd1s,SOUTH
15-18,FRIDAY,8,TRAIN,u0q17rw9,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4m1ch,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4jppb,SOUTH
15-18,FRIDAY,8,TRAIN,u0q17rn7,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4s7xt,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4u604,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4u6b9,SOUTH
15-18,FRIDAY,8,TRAIN,u0q17rn1,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1etee,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4s954,SOUTH
12-15,SUNDAY,8,TRAIN,u0nqs4gp,EAST
12-15,SUNDAY,8,TRAIN,u0nqss6g,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqsvd8,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqedp8,EAST
12-15,SUNDAY,8,TRAIN,u0nqef1t,EAST
12-15,SUNDAY,8,TRAIN,u0nqe9g6,EAST
12-15,SUNDAY,8,TRAIN,u0nqs4ft,EAST
12-15,SUNDAY,8,TRAIN,u0nqe3zd,EAST
12-15,SUNDAY,8,TRAIN,u0nqefmr,EAST
12-15,SUNDAY,8,TRAIN,u0nqe9be,EAST
12-15,SUNDAY,8,TRAIN,u0nqs558,EAST
12-15,SUNDAY,8,TRAIN,u0nqs73p,EAST
12-15,SUNDAY,8,TRAIN,u0nqefwu,EAST
12-15,SUNDAY,8,TRAIN,u0nqs7em,EAST
12-15,SUNDAY,8,TRAIN,u0nqsvsp,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqs5he,EAST
12-15,SUNDAY,8,TRAIN,u0nqsv04,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqs48r,EAST
12-15,SUNDAY,8,TRAIN,u0nqs4ce,EAST
12-15,SUNDAY,8,TRAIN,u0nqssys,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqs7vs,EAST
12-15,SUNDAY,8,TRAIN,u0nqsssu,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqe9vs,EAST
12-15,SUNDAY,8,TRAIN,u0nqe9cg,EAST
12-15,SUNDAY,8,TRAIN,u0nqs5q8,EAST
12-15,SUNDAY,8,TRAIN,u0nqsv33,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqss0k,EAST
12-15,SUNDAY,8,TRAIN,u0nqef7e,EAST
12-15,SUNDAY,8,TRAIN,u0nqsvet,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqtng7,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqv2db,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqtpqq,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqv2gd,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqtpxz,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqtndh,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqv3mf,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqv210,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqv3jj,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqv263,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0nqtphs,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0q217zq,NORTH_WEST
12-15,SUNDAY,8,TRAIN,u0q21m3b,NORTH_WEST
12-15,SUNDAY,8,TRAIN,u0q21m4k,NORTH_WEST
12-15,SUNDAY,8,TRAIN,u0q0t7yv,WEST
12-15,SUNDAY,8,TRAIN,u0q0t7uz,WEST
12-15,SUNDAY,8,TRAIN,u0q0tgjw,WEST
12-15,SUNDAY,8,TRAIN,u0q0t7up,WEST
12-15,SUNDAY,8,TRAIN,u0q1essn,SOUTH_WEST
12-15,SUNDAY,8,TRAIN,u0q1ewj5,SOUTH
12-15,SUNDAY,8,TRAIN,u0q1e9bc,NORTH
12-15,SUNDAY,8,TRAIN,u0q1etug,NORTH_EAST
12-15,SUNDAY,8,TRAIN,u0q1ezmh,WEST
12-15,SUNDAY,8,TRAIN,u0q1exng,SOUTH
12-15,SUNDAY,8,TRAIN,u0q1esef,NORTH
12-15,SUNDAY,8,TRAIN,u0q1ewtz,SOUTH
12-15,SUNDAY,8,TRAIN,u0q4ssb7,EAST
12-15,SUNDAY,8,TRAIN,u0q4st1d,NORTH_WEST
12-15,SUNDAY,8,TRAIN,u0q4sjv8,EAST
12-15,SUNDAY,8,TRAIN,u0q4st8r,SOUTH_EAST
12-15,SUNDAY,8,TRAIN,u0q4ssc3,NORTH
12-15,SUNDAY,8,TRAIN,u0q4st2x,NORTH
15-18,SUNDAY,8,TRAIN,u0q5s5c4,NORTH
15-18,SUNDAY,8,TRAIN,u0q5ef54,NORTH_EAST
15-18,SUNDAY,8,TRAIN,u0q5khzp,NORTH_EAST
15-18,SUNDAY,8,TRAIN,u0q57fs0,NORTH_EAST
15-18,SUNDAY,8,TRAIN,u0q5k5f4,NORTH_EAST
15-18,SUNDAY,8,TRAIN,u0q5s2ne,NORTH
15-18,SUNDAY,8,TRAIN,u0q5eupe,SOUTH_EAST
15-18,SUNDAY,8,TRAIN,u0q5s2qx,WEST
15-18,SUNDAY,8,TRAIN,u0q5krwm,NORTH
15-18,SUNDAY,8,TRAIN,u0q5bren,NORTH_WEST
15-18,SUNDAY,8,TRAIN,u0qh02kv,NORTH
15-18,SUNDAY,8,TRAIN,u0q5bqsb,NORTH
15-18,SUNDAY,8,TRAIN,u0q5brfe,NORTH
15-18,SUNDAY,8,TRAIN,u0q5brfx,NORTH_EAST
15-18,SUNDAY,8,TRAIN,u0mgthg3,NORTH
15-18,SUNDAY,8,TRAIN,u0mgthew,NORTH
15-18,SUNDAY,8,TRAIN,u0mgthee,NORTH
15-18,SUNDAY,8,TRAIN,u0mgthdu,EAST
15-18,SUNDAY,8,CAR,u0m70fqt,WEST
15-18,SUNDAY,8,CAR,u0m7149h,WEST
15-18,SUNDAY,8,CAR,u0m714mz,WEST
15-18,SUNDAY,8,CAR,u0m714s2,WEST
15-18,SUNDAY,8,CAR,u0m70fk4,WEST
15-18,SUNDAY,8,CAR,u0m70fm6,WEST
15-18,SUNDAY,8,CAR,u0m70f31,WEST
15-18,SUNDAY,8,CAR,u0m70fk9,WEST
15-18,SUNDAY,8,CAR,u0m70dpp,SOUTH
15-18,SUNDAY,8,CAR,u0m70dph,SOUTH
15-18,SUNDAY,8,CAR,u0m70f23,WEST
15-18,SUNDAY,8,CAR,u0m714qz,WEST
15-18,SUNDAY,8,CAR,u0m714d4,WEST
15-18,SUNDAY,8,CAR,u0m71486,WEST
15-18,SUNDAY,8,CAR,u0m70f73,WEST
15-18,SUNDAY,8,CAR,u0m70fxc,WEST
15-18,SUNDAY,8,CAR,u0m714xd,SOUTH
15-18,SUNDAY,8,CAR,u0m714x7,EAST
15-18,SUNDAY,8,CAR,u0m714e1,WEST
15-18,SUNDAY,8,CAR,u0m714rz,WEST
15-18,SUNDAY,8,CAR,u0m714t2,WEST
15-18,SUNDAY,8,CAR,u0m70f68,WEST
15-18,SUNDAY,8,CAR,u0m714rr,WEST
15-18,SUNDAY,8,CAR,u0m7149e,WEST
15-18,SUNDAY,8,CAR,u0m70drc,WEST
15-18,SUNDAY,8,CAR,u0m70f3b,WEST
15-18,SUNDAY,8,CAR,u0m7148s,SOUTH_WEST
15-18,SUNDAY,8,CAR,u0m70dr3,SOUTH_WEST
15-18,SUNDAY,8,CAR,u0m70fx2,SOUTH_WEST
15-18,SUNDAY,8,CAR,u0m70fq5,WEST
12-15,SUNDAY,8,CAR,u0m70fw8,SOUTH_WEST
12-15,SUNDAY,8,CAR,u0m70fm6,WEST
12-15,SUNDAY,8,CAR,u0mgthgu,NORTH_WEST
12-15,SUNDAY,8,CAR,u0m714mr,WEST
12-15,SUNDAY,8,CAR,u0m714xm,SOUTH_EAST
12-15,SUNDAY,8,CAR,u0m70dp5,SOUTH
12-15,SUNDAY,8,CAR,u0m714kq,WEST
12-15,SUNDAY,8,CAR,u0m70f7f,WEST
12-15,SUNDAY,8,CAR,u0m71680,WEST
12-15,SUNDAY,8,CAR,u0mgtj53,NORTH_WEST
12-15,SUNDAY,8,CAR,u0mgthex,NORTH
12-15,SUNDAY,8,CAR,u0q5bssf,WEST
12-15,SUNDAY,8,CAR,u0m70dpn,SOUTH_EAST
12-15,SUNDAY,8,CAR,u0m70fxb,EAST
12-15,SUNDAY,8,CAR,u0m714xd,SOUTH_EAST
12-15,SUNDAY,8,CAR,u0m70f62,WEST
12-15,SUNDAY,8,CAR,u0mgyjrr,SOUTH_WEST
12-15,SUNDAY,8,CAR,u0m71483,WEST
12-15,SUNDAY,8,CAR,u0m714x9,WEST
12-15,SUNDAY,8,CAR,u0m714wb,WEST
12-15,SUNDAY,8,CAR,u0mgthgd,NORTH
12-15,SUNDAY,8,CAR,u0m716c5,SOUTH_WEST
12-15,SUNDAY,8,CAR,u0mgukf5,NORTH_WEST
12-15,SUNDAY,8,CAR,u0m70dr2,SOUTH_WEST
12-15,SUNDAY,8,CAR,u0mgthgm,EAST
12-15,SUNDAY,8,CAR,u0m70f29,WEST
12-15,SUNDAY,8,CAR,u0m71489,WEST
12-15,SUNDAY,8,CAR,u0m7148g,SOUTH_WEST
12-15,SUNDAY,8,CAR,u0m714rn,NORTH_EAST
12-15,SUNDAY,8,CAR,u0mgthes,NORTH
12-15,SUNDAY,8,CAR,u0m7149e,WEST
12-15,SUNDAY,8,CAR,u0mu270q,WEST
12-15,SUNDAY,8,CAR,u0mgthe5,EAST
15-18,MONDAY,8,WALKING,u0m44yfw,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4ef7v,EAST
15-18,MONDAY,8,WALKING,u0m468p9,WEST
15-18,MONDAY,8,WALKING,u0m4zye2,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4z29s,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zw41,EAST
15-18,MONDAY,8,WALKING,u0m47qv1,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4e9wd,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4e2ps,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yfg,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4zzpu,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m46f47,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zjn0,EAST
15-18,MONDAY,8,WALKING,u0m4ybyf,WEST
15-18,MONDAY,8,WALKING,u0m44z1s,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4tst5,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yet,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m7035d,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m4z6hj,WEST
15-18,MONDAY,8,WALKING,u0m7034b,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44z1w,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m700x9,EAST
15-18,MONDAY,8,WALKING,u0m4zwpg,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zs00,NORTH
15-18,MONDAY,8,WALKING,u0m700j6,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4wnxt,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m70287,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m709yk,EAST
15-18,MONDAY,8,WALKING,u0m4tsys,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yec,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4sgz8,SOUTH
15-18,MONDAY,8,WALKING,u0m4yenb,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m6bpdp,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4e8f8,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m709b7,EAST
15-18,MONDAY,8,WALKING,u0m4z0xg,EAST
15-18,MONDAY,8,WALKING,u0m4y3vz,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m468rk,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m468ng,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4t7y6,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44z31,SOUTH_EAST
15-18,MONDAY,8,WALKING,u0m70dnb,WEST
15-18,MONDAY,8,WALKING,u0m709zj,NORTH
15-18,MONDAY,8,WALKING,u0m709g5,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m44yg2,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m44z41,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4y30u,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zyeu,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4y853,EAST
15-18,MONDAY,8,WALKING,u0m709cj,SOUTH_EAST
15-18,MONDAY,8,WALKING,u0m709c7,EAST
15-18,MONDAY,8,WALKING,u0m46f62,SOUTH
15-18,MONDAY,8,WALKING,u0m4seeq,EAST
15-18,MONDAY,8,WALKING,u0m46c2c,NORTH
15-18,MONDAY,8,WALKING,u0m4zsft,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m4zs9j,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4y8v6,WEST
15-18,MONDAY,8,WALKING,u0m4t5nr,EAST
15-18,MONDAY,8,WALKING,u0m709v5,EAST
15-18,MONDAY,8,WALKING,u0m44z1q,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m709vs,EAST
15-18,MONDAY,8,WALKING,u0m47hvn,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4t509,NORTH
15-18,MONDAY,8,WALKING,u0m709f5,EAST
15-18,MONDAY,8,WALKING,u0m44zb5,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4yun6,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yfw,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4ef7v,EAST
15-18,MONDAY,8,WALKING,u0m468p9,WEST
15-18,MONDAY,8,WALKING,u0m4zye2,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4z29s,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zw41,EAST
15-18,MONDAY,8,WALKING,u0m47qv1,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4e9wd,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4e2ps,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yfg,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4zzpu,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m46f47,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zjn0,EAST
15-18,MONDAY,8,WALKING,u0m4ybyf,WEST
15-18,MONDAY,8,WALKING,u0m44z1s,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4tst5,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yet,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m7035d,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m4z6hj,WEST
15-18,MONDAY,8,WALKING,u0m7034b,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44z1w,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m700x9,EAST
15-18,MONDAY,8,WALKING,u0m4zwpg,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zs00,NORTH
15-18,MONDAY,8,WALKING,u0m700j6,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4wnxt,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m70287,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m709yk,EAST
15-18,MONDAY,8,WALKING,u0m4tsys,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44yec,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4sgz8,SOUTH
15-18,MONDAY,8,WALKING,u0m4yenb,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m6bpdp,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4e8f8,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m709b7,EAST
15-18,MONDAY,8,WALKING,u0m4z0xg,EAST
15-18,MONDAY,8,WALKING,u0m4y3vz,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m468rk,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m468ng,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4t7y6,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m44z31,SOUTH_EAST
15-18,MONDAY,8,WALKING,u0m70dnb,WEST
15-18,MONDAY,8,WALKING,u0m709zj,NORTH
15-18,MONDAY,8,WALKING,u0m709g5,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m44yg2,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m44z41,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4y30u,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4zyeu,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4y853,EAST
15-18,MONDAY,8,WALKING,u0m709cj,SOUTH_EAST
15-18,MONDAY,8,WALKING,u0m709c7,EAST
15-18,MONDAY,8,WALKING,u0m46f62,SOUTH
15-18,MONDAY,8,WALKING,u0m4seeq,EAST
15-18,MONDAY,8,WALKING,u0m46c2c,NORTH
15-18,MONDAY,8,WALKING,u0m4zsft,SOUTH_WEST
15-18,MONDAY,8,WALKING,u0m4zs9j,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4y8v6,WEST
15-18,MONDAY,8,WALKING,u0m4t5nr,EAST
15-18,MONDAY,8,WALKING,u0m709v5,EAST
15-18,MONDAY,8,WALKING,u0m44z1q,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m709vs,EAST
15-18,MONDAY,8,WALKING,u0m47hvn,NORTH_EAST
15-18,MONDAY,8,WALKING,u0m4t509,NORTH
15-18,MONDAY,8,WALKING,u0m709f5,EAST
15-18,MONDAY,8,WALKING,u0m44zb5,NORTH_WEST
15-18,MONDAY,8,WALKING,u0m4yun6,NORTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m716k8,NORTH
12-15,WEDNESDAY,8,WALKING,u0m716hs,NORTH
12-15,WEDNESDAY,8,WALKING,u0m716k9,SOUTH
12-15,WEDNESDAY,8,WALKING,u0m7167c,EAST
12-15,WEDNESDAY,8,WALKING,u0m716s8,NORTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m716k2,WEST
12-15,WEDNESDAY,8,WALKING,u0m7167v,NORTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m716se,SOUTH
12-15,WEDNESDAY,8,WALKING,u0m71673,NORTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m716ts,EAST
12-15,WEDNESDAY,8,WALKING,u0m716e8,SOUTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m716st,WEST
12-15,WEDNESDAY,8,WALKING,u0m7163z,SOUTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m71667,WEST
12-15,WEDNESDAY,8,WALKING,u0m7166j,SOUTH_EAST
12-15,WEDNESDAY,8,WALKING,u0m716tm,WEST
12-15,WEDNESDAY,8,WALKING,u0m716dd,SOUTH_WEST
12-15,WEDNESDAY,8,WALKING,u0m716ey,WEST
